Customer Name,frequency,Discount,Sales,Profit,Quantity,Avg_monetary_per_unit
Nancy Fike,7,0.2,932,106,27,34.52
Stacy Cummings,7,0.5,2926,444,22,133.0
Yasmin Bradley,7,0.5,1805,349,20,90.25
Catharine Robbins,7,1.3,4582,1475,28,163.64
Spencer Wallis,7,0.30000000000000004,1891,648,23,82.22
Molly Bidmead,7,0.5,1104,132,29,38.07
Abby Colebe,7,0.4,2805,196,33,85.0
Spencer Oliver,7,1.4000000000000001,1565,20,49,31.94
Alannah Callaway,7,0.8,3412,255,28,121.86
Shelby Dunston,7,0.0,847,215,31,27.32
Edward Webber,7,0.0,1178,277,17,69.29
Mohammed Arnold,7,0.8,2194,-147,28,78.36
Brian Garcia,7,0.1,977,249,27,36.19
Audrey Emanuel,7,0.6,3383,1158,18,187.94
Adam Bentley,7,0.1,4398,848,22,199.91
Rebecca Heysen,7,1.75,6054,547,36,168.17
Patrick Atkinson,7,0.0,2897,553,24,120.71
Pamela Searles,7,1.4,4728,-320,32,147.75
Rhys Murphy,7,0.5,3337,824,28,119.18
Debbie Fisk,7,0.5,1218,191,37,32.92
Crystal Turner,7,0.35,3658,323,28,130.64
Demi Hodgson,7,0.6,656,157,26,25.23
Courtney Hancock,7,0.4,2108,802,22,95.82
Alana Tyson,7,0.6000000000000001,1077,208,26,41.42
Oliver Stephenson,7,0.9,3410,920,24,142.08
Bethany Hunt,7,0.5,744,96,25,29.76
Ruby Patel,7,1.8,690,69,24,28.75
Robert Neil,7,0.30000000000000004,4602,1260,25,184.08
Devin Huddleston,7,0.65,1435,-1,25,57.4
Victor Kron,7,0.7999999999999999,1717,122,28,61.32
Christy Wiley,7,0.8999999999999999,1506,-290,17,88.59
Nicole Howard,7,0.3,941,151,24,39.21
Nicole Carr,7,0.2,5518,1837,29,190.28
Rory Chambers,7,2.5,1499,-783,38,39.45
Abigail Humffray,7,0.0,813,160,28,29.04
Chelsea Parkinson,7,0.15,3029,1070,23,131.7
Tahlia Murnin,7,0.1,1170,185,38,30.79
Carl Proctor,7,1.0,2761,-346,24,115.04
Jesse Godson,7,0.0,1568,302,24,65.33
Harold Smith,7,1.5,1339,90,34,39.38
James Casados,7,1.3,2393,103,34,70.38
Lara Giles,7,0.5,8361,645,29,288.31
Koby Phillip,7,0.15,1849,277,24,77.04
Larry Klaus,7,1.8,1204,-420,25,48.16
Isabelle Macghey,7,0.2,2113,539,28,75.46
Kenneth Gonzales,7,0.25,3647,718,30,121.57
Alexander Bond,7,0.1,7927,2899,35,226.49
Leah Marsh,7,0.7,3967,1045,31,127.97
Jacob Roemer,7,1.0,2239,173,19,117.84
Mark Harris,7,0.44999999999999996,5570,182,30,185.67
Jude Leonard,7,0.55,2680,540,25,107.2
Joyce Cornell,7,1.0,2462,127,26,94.69
Lucas Warren,7,0.9500000000000001,1314,45,20,65.7
Matilda Jackson,7,0.9,998,-17,18,55.44
Lewis Greenwood,7,0.1,738,129,20,36.9
Hubert Lindahl,7,0.4,3067,809,32,95.84
Louise Winter,7,0.55,1303,418,21,62.05
Jonathan Barbee,7,0.8,1071,136,19,56.37
George To Rot,7,0.2,6747,-322,35,192.77
Georgia Arundale,7,0.5,661,158,20,33.05
Jared Wurster,7,2.0,975,-392,21,46.43
Jonathan Franklin,7,0.8,2078,-161,19,109.37
Lilian Rodgers,7,0.2,1493,163,25,59.72
John Town,7,0.75,3961,1402,20,198.05
Janet Broussard,7,0.55,3462,119,20,173.1
Libby Thompson,7,0.6,2609,774,22,118.59
Liam Mathias,7,1.4,933,3,24,38.88
Robert Zapata,6,1.1,875,34,21,41.67
Harriet Webb,6,1.0,400,-32,24,16.67
Abby Muramats,6,2.05,1112,-247,21,52.95
Ali Mander-Jones,6,0.5,1724,340,22,78.36
Henry Winder,6,0.2,3186,207,22,144.82
Andy Henderson,6,0.6,682,27,16,42.62
Harry Marion,6,0.0,3330,943,25,133.2
Liam Marshall,6,0.6,3193,1005,28,114.04
Riley Douglas,6,0.2,1414,184,14,101.0
Phoebe Baines,6,0.4,370,87,22,16.82
Sam Wood,6,0.30000000000000004,1511,337,14,107.93
Adam Peacock,6,0.2,1182,168,22,53.73
George Bryan,6,0.7999999999999999,1788,-105,18,99.33
Rose Nicolay,6,0.2,1215,380,15,81.0
Kelly Long,6,0.0,477,131,22,21.68
Scott Higgins,6,0.2,2578,340,20,128.9
Sebastian McClelland,6,2.1,991,-178,20,49.55
Jessie White,6,0.0,1289,242,21,61.38
Anthony Stewart,6,0.15,1756,263,22,79.82
Zara Jennings,6,0.0,979,264,23,42.57
Jean Crowley,6,0.6,1697,387,18,94.28
Jay Johnson,6,0.30000000000000004,4861,1149,27,180.04
Jammie Gibbs,6,0.1,2255,93,29,77.76
Benjamin Humphries,6,0.1,1452,186,25,58.08
Benjamin Knaggs,6,1.0,2898,364,21,138.0
Victoria Bell,6,1.2000000000000002,1899,-83,22,86.32
Tyson Hanna,6,0.5,1615,438,27,59.81
Anna Leal,6,0.25,3289,481,18,182.72
Beverly Brooks,6,1.0,753,-190,23,32.74
Toby Rowley,6,0.1,879,239,19,46.26
Amy Pritchard,6,0.6,3355,1298,26,129.04
Tina Phelps,6,1.0,2046,-46,19,107.68
Bradley Howell,6,1.2,526,120,22,23.91
Jack Holland,6,0.65,901,-436,14,64.36
Kai Bolden,6,0.75,2911,481,35,83.17
Kai Wicks,6,0.1,720,89,21,34.29
Karon Shah,6,0.4,1453,140,12,121.08
Stella Hellyer,6,0.75,2495,-156,25,99.8
Alfonso Gomez,6,0.2,490,74,19,25.79
Andrew Shah,6,0.5,1300,340,24,54.17
Paul Collazo,6,0.4,3692,1284,35,105.49
Ebony Sadlier,6,0.1,3005,1073,24,125.21
Nicole Todd,6,0.1,1413,237,19,74.37
Morgan Dodd,6,1.35,3937,1153,24,164.04
Owen Faulkner,6,0.0,659,224,19,34.68
Louis Scott,6,0.30000000000000004,3519,514,23,153.0
Elisabeth Manson,6,0.65,1287,129,22,58.5
Angus Blacklock,6,0.35,1001,120,20,50.05
Milla Day,6,0.2,3566,1248,23,155.04
Don Willie,6,0.1,1164,115,18,64.67
Nathan Clayton,6,0.4,915,210,29,31.55
Milla Hollinworth,6,0.1,1143,246,30,38.1
Paige Bibi,6,2.0,3282,-2758,29,113.17
Ethan Williams,6,0.65,3669,1076,25,146.76
Max Ludwig,6,0.65,4178,1241,27,154.74
Luther King,6,1.4,2115,-27,26,81.35
Donald Molina,6,0.2,1223,548,18,67.94
Morgan Anderson,5,0.6,1608,404,29,55.45
Charlie Smithies,5,0.15,4609,913,16,288.06
Molly Hawkins,5,2.1,1431,-725,17,84.18
Ewan O'Neill,5,1.6,638,-131,17,37.53
Ryan Ackland,5,0.2,1116,191,15,74.4
Frances Matthias,5,0.2,948,68,23,41.22
Esther Henderson,5,0.7999999999999999,1361,-43,22,61.86
Charlie Wells,5,1.5,591,-48,19,31.11
Leah Norman,5,0.5,1135,209,21,54.05
Harrison Cooke,5,0.6,8701,2889,25,348.04
Charlie Brooks,5,0.44999999999999996,1344,185,16,84.0
Anthony Lawrence,5,0.44999999999999996,1588,-64,18,88.22
Carley Wynn,5,0.0,1859,560,24,77.46
Isabel Turnbull,5,0.1,1146,288,17,67.41
Maria Kennedy,5,0.0,412,113,22,18.73
Isabelle Norton,5,1.0,350,0,15,23.33
Spencer Hull,5,1.0,1073,-96,14,76.64
Imogen Daly,5,0.30000000000000004,399,-13,11,36.27
Alpha Ross,5,0.1,900,229,15,60.0
Mohammed Fox,5,1.7000000000000002,567,-171,15,37.8
Nathan Allwood,5,0.2,1153,241,13,88.69
Koby Ricketson,5,1.0,848,66,19,44.63
Nathan Niland,5,0.5,1898,262,14,135.57
Sarah Smorgon,5,0.9,2355,748,19,123.95
Nathan Noble,5,1.1,662,-141,18,36.78
Charli Rose,5,0.2,3234,120,18,179.67
Susan Williams,5,0.4,999,279,19,52.58
Gabrielle Tulaba,5,0.0,842,219,19,44.32
Eleanor Pollard,5,1.0,97,-23,13,7.46
Max Craig,5,1.0,3216,-199,18,178.67
William Martin,5,0.2,631,130,15,42.07
David Velasquez,5,2.1,373,-141,18,20.72
Rachel Goddard,5,0.5,501,20,18,27.83
Angus Fryar,5,0.6,410,48,13,31.54
Geraldine Mizelle,5,0.75,1144,67,14,81.71
Toby Clunie,5,0.44999999999999996,2779,452,20,138.95
Yasmin Higgins,5,0.0,364,14,15,24.27
Randall Roberts,5,1.0,947,13,17,55.71
Arnold Jones,5,0.0,1471,321,20,73.55
Eleanor Doyle,5,0.0,368,99,16,23.0
Alexis O'Flaherty,5,0.2,649,215,15,43.27
Patricia Epps,5,0.2,664,135,13,51.08
Jonathan Loftus,5,0.0,894,272,17,52.59
Oscar Clayton,5,0.2,654,62,14,46.71
Luca Graham,5,1.1,667,60,13,51.31
Leticia Sorrells,5,0.8,2752,45,20,137.6
Lester Wimmer,5,0.1,758,150,14,54.14
Tyler Duncan,5,0.1,1532,213,27,56.74
Gemma Sharp,5,0.0,896,325,17,52.71
Toby Williamson,5,0.2,548,107,20,27.4
Niki Peirce,5,0.5,481,146,15,32.07
Logan Allan,5,0.0,598,222,19,31.47
Toby Labilliere,5,0.65,1399,-542,15,93.27
Michael Flores,5,0.0,3314,1275,21,157.81
Donna Nash,4,0.5,5520,134,23,240.0
Zara Loton,4,0.0,1614,440,13,124.15
Xavier Martindale,4,0.2,1920,212,22,87.27
Kevin O'Neill,4,0.25,659,6,9,73.22
Dustin Thomas,4,0.15,2018,209,35,57.66
Karla Dunkley,4,1.2000000000000002,1856,7,12,154.67
Isla Vogel,4,0.25,1346,93,25,53.84
Michelle Barrett,4,1.0,801,152,17,47.12
Brodie Hart,4,1.0,1715,131,10,171.5
Kai Ford,4,0.1,1131,210,32,35.34
James Lamoureux,4,0.5,1178,162,14,84.14
Mark Burkett,4,0.0,2068,786,17,121.65
Matthew Barker,4,0.15,1408,206,13,108.31
Toby Starling,4,1.0,336,-20,13,25.85
Tina Brantley,4,0.5,309,-50,15,20.6
Lola Dale,4,0.8,1551,-10,11,141.0
Sofia de Castella,4,0.65,1933,-716,15,128.87
Robert Duffy,4,0.6,2663,65,18,147.94
Kian Thomson,4,1.0,128,-16,12,10.67
Pearl Summers,4,0.1,503,132,8,62.88
Gabriel Sanders,4,0.4,457,52,14,32.64
Fredrick Beveridge,4,0.2,926,188,11,84.18
Lydia Fowler,4,0.0,989,337,15,65.93
Claire Dilke,4,0.35,644,92,12,53.67
Darcy Medley,4,0.9,854,70,10,85.4
Layla Furnell,4,0.4,897,-478,15,59.8
Rhys Barnett,4,0.1,1281,125,19,67.42
Ewan Lee,4,0.1,682,135,13,52.46
Adam Gibbs,4,1.1,815,9,16,50.94
Lilly Akhtar,4,0.0,752,214,9,83.56
Ramona Hohl,4,0.0,1486,202,25,59.44
Marcus Leon,3,0.35,1379,-216,13,106.08
Mason Porter,3,0.4,470,3,10,47.0
Leon Thompson,3,0.9,646,-22,6,107.67
Lucas Breillat,3,1.1,1240,-159,12,103.33
Rory Braim,3,0.30000000000000004,1625,65,8,203.12
Cora Konieczny,3,0.1,1466,372,11,133.27
Eileen Walker,3,0.6,1518,150,11,138.0
Tyler Whitehead,3,0.0,1768,453,27,65.48
Noah Old,3,0.1,510,141,9,56.67
Joshua Andrews,3,0.6,740,-32,6,123.33
Dakota Green,3,0.0,438,147,12,36.5
Poppy McWilliams,3,0.0,903,126,11,82.09
John Baca,3,0.5,93,13,7,13.29
Amy Pendred,3,0.0,2363,453,16,147.69
Phoebe Lindsay,3,0.5,191,66,8,23.88
David Arnold,3,0.5,365,12,14,26.07
Nicole Nash,3,0.1,333,16,14,23.79
Jake Goodwin,3,0.25,1127,213,10,112.7
Harrison Crawford,3,0.0,728,288,12,60.67
Felicia Cooley,3,0.0,231,33,9,25.67
Marcus Griffin,3,0.4,810,124,9,90.0
Kayleigh Summers,3,0.1,1116,185,9,124.0
Kimberly Russo,3,0.1,222,81,6,37.0
Tilly Payne,3,0.5,505,152,13,38.85
Andrew Stephens,3,0.0,515,184,6,85.83
Enrique Friedman,3,0.0,393,88,10,39.3
Theresa Varner,2,0.0,792,176,6,132.0
Shannon Lane,2,0.0,886,103,4,221.5
Erin Wallis,2,0.15,1676,338,6,279.33
Imogen Smithies,2,1.0,662,-351,7,94.57
Clifford Defreitas,2,0.2,59,18,6,9.83
Stella Balcombe,2,0.1,1185,382,9,131.67
Sean Ford,2,0.15,802,138,8,100.25
Louie Bryant,2,0.4,2740,518,9,304.44
Stephanie Ewen,2,0.0,880,397,5,176.0
Marie Lawson,2,0.9,248,-188,7,35.43
Audrey Prentice,2,0.2,408,169,6,68.0
Carol Leach,2,0.0,1763,325,9,195.89
Evie Newton,2,0.6,266,-25,5,53.2
Bella Handfield,2,0.2,251,49,5,50.2
Jade Hawkins,2,0.0,246,29,9,27.33
Charles Rice,2,0.1,642,113,14,45.86
Ella Harrhy,2,0.9,1409,-48,10,140.9
Patrick Cassidy,2,0.0,171,28,7,24.43
Hayden Weigel,2,0.0,419,104,5,83.8
Brandon Kirby,2,0.4,100,26,5,20.0
Lauren Hobbs,2,0.1,1332,412,5,266.4
James Fleming,2,0.2,220,21,10,22.0
Jack Maughan,2,0.0,149,24,7,21.29
Elliot Owen,2,0.35,2359,-1112,13,181.46
Tegan Savage,2,0.0,117,31,12,9.75
Tristan Glassey,2,0.1,795,86,12,66.25
Erin Rogers,2,0.0,1374,377,11,124.91
Judith Franke,2,0.0,285,68,9,31.67
Jessica Spring,2,0.0,240,68,6,40.0
Michael Bradshaw,2,0.1,251,59,8,31.38
Aaron Macrossan,1,0.0,81,41,3,27.0
Alexandra Mahmood,1,0.0,47,16,2,23.5
Audry Smith,1,0.0,194,84,4,48.5
Jodie Garner,1,0.0,16,0,1,16.0
Jay Collier,1,0.5,516,-392,8,64.5
Max Baker,1,0.1,44,1,1,44.0
Grace Brown,1,0.0,23,7,1,23.0
Dakota Baynes,1,0.0,242,65,5,48.4
Anna Church,1,0.0,180,11,4,45.0
Bethany Powell,1,0.5,57,-48,6,9.5
James Brown,1,0.0,14,6,2,7.0
Herbert Harrell,1,0.0,57,6,4,14.25
